name,location,manufacturer,designer,type,model,track_layout,status,lift_launch,latitude,longitude,open_year,close_year,height,length,drop,max_angle,inversions,speed,restriction_low,restriction_up,gforce,duration,riders_per_hour,riders_per_train
Turbulence ,Adventureland (New York),Mack Rides,,Steel,spinning,,operating,lift,40.7525,-73.4197,2015,,16.764,382.00584,,,0,64.0,1.1176000000000001,,,,,12.0
Twisted Colossus,Six Flags Magic Mountain,Rocky Mountain Construction,Alan Schilke,Steel,i-box,dual-tracked,operating,lift,34.4278,-118.5975,2015,,36.8808,1520.952,39.0144,80.0,2,91.2,1.2192,,,220.0,,24.0
Wicked Cyclone,Six Flags New England,Rocky Mountain Construction,Alan Schilke,Steel,i-box,twister,operating,lift,42.0403,-72.6156,2015,,33.2232,1011.936,,78.0,3,88.0,1.2192,,,,,24.0
ZDT's Amusement Park,ZDT's Amusement Park,The Gravity Group,,Wood,,,operating,lift,,,2015,,19.812,,17.6784,87.0,0,64.64,,,,,700.0,8.0
Cobra's Curse,Busch Gardens Tampa Bay,Mack Rides,,Steel,,,operating,lift,,,2016,,21.336000000000002,640.08,,,0,64.0,1.0668000000000002,,,,1000.0,8.0
Flight of the Hippogriff,,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)",Universal Creative,Steel,junior,,,lift,,,2016,,13.014960000000002,335.00568,,,0,45.6,0.9144,,,66.0,,16.0
Flying Aces ,Ferrari World Abu Dhabi,Intamin,,Steel,wing,,operating,lift,,,2016,,63.002159999999996,457.20000000000005,,,1,119.36,1.3,,5.0,,1008.0,28.0
The Flying Dinosaur,Universal Studios Japan,Bolliger & Mabillard,,Steel,flying,,operating,lift,34.6634,135.4305,2016,,46.0248,1124.01096,37.7952,,5,99.2,1.3208000000000002,1.9812,,,,32.0
Formuła (Energylandia),Energylandia,Vekoma,,Steel,,,operating,launch,,,2016,,24.6888,170.68800000000002,,,3,78.72000000000001,1.2,1.95,3.8,,,16.0
The Joker (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Rocky Mountain Construction,Alan Schilke,Other,i-box,custom,operating,lift,,,2016,,30.48,975.36,,78.0,3,84.80000000000001,,,,120.0,,24.0
Lightning Rod ,Dollywood,Rocky Mountain Construction,Alan Schilke,Steel,i-box,terrain,operating,launch,,,2016,,,1158.24,50.292,73.0,0,116.80000000000001,1.2192,,3.5,192.0,,24.0
Lost Gravity ,Walibi Holland,Mack Rides,,Steel,big dipper,,operating,lift,52.4424,5.7663,2016,,32.004000000000005,207.264,,90.0,2,86.56,1.4000000000000001,,4.3,153.0,800.0,8.0
Mako ,SeaWorld Orlando,Bolliger & Mabillard,,Steel,hyper,out and back,operating,lift,28.4095,-81.4591,2016,,60.96,1450.8480000000002,60.96,,0,116.80000000000001,1.3716,,,,,28.0
The Monster (Adventureland),Adventureland (Iowa),Gerstlauer,,Steel,,infinity,operating,lift,41.6518,-93.5014,2016,,40.59936,232.25760000000002,,101.0,5,104.32000000000001,1.2192,,,120.0,720.0,
Pulsar ,Walibi Belgium,Mack Rides,,Steel,powered,,operating,launch,50.6988,4.5903,2016,,44.98848,66.1416,,90.0,0,100.48,,,,78.0,950.0,20.0
Raik,Phantasialand,Vekoma,,Steel,junior,,operating,lift,50.7996,6.8828,2016,,24.9936,210.0072,,,0,61.6,,,,,720.0,20.0
Recoil (Wonderla Hyderabad),Wonderla Hyderabad,Vekoma,,Steel,boomerang,,,,,,2016,,35.5092,284.988,,,3,75.2,1.2192,,,108.0,760.0,28.0
Seven Dwarfs Mine Train,,Vekoma,Walt Disney Imagineering,Steel,custom,custom,,lift,,,2016,,,609.6,11.8872,,0,54.400000000000006,0.9652,,,170.0,,20.0
Storm Chaser ,Kentucky Kingdom,Rocky Mountain Construction,Alan Schilke,Steel,i-box,,operating,lift,38.1958,-85.7503,2016,,30.48,836.3712,,78.0,3,83.2,,,3.8,100.0,960.0,24.0
Taron ,Phantasialand,Intamin,,Steel,blitz,,operating,launch,50.7996,6.8828,2016,,29.992320000000003,402.336,,,0,116.32000000000001,1.3,,,,1200.0,16.0
The Joker (Six Flags Great Adventure),Six Flags Great Adventure,S&S – Sansei Technologies,Alan Schilke,Steel,4th dimension,,,lift,,,2016,,36.576,310.5912,16.4592,,6,60.800000000000004,1.2192,,,,720.0,8.0
Tron Lightcycle Power Run,,Vekoma,Walt Disney Imagineering,Steel,motor bike,,,launch,,,2016,,23.80488,966.0026400000002,,,0,94.88,1.2192,,4.0,120.0,1680.0,14.0
Valravn ,Cedar Point,Bolliger & Mabillard,,Steel,dive,,operating,lift,41.4813,-82.684,2016,,67.9704,1040.892,65.2272,90.0,3,120.0,1.3208000000000002,1.9812,,143.0,1200.0,24.0
Wildfire (Kolmården Wildlife Park),Kolmården Wildlife Park,Rocky Mountain Construction,Alan Schilke,Wood,topper,terrain,operating,lift,58.6653,16.4664,2016,,55.99176,385.572,14.9352,83.0,3,114.4,,,4.0,120.0,960.0,24.0
Dawson Duel ,,Wiegand,,Steel,custom,,operating,lift,50.8483,2.9475,2017,,24.9936,489.99648,,,0,39.84,1.0,,,,800.0,2.0
DC Rivals HyperCoaster,Warner Bros. Movie World,Mack Rides,,Steel,hyper,,operating,lift,-27.908,153.314,2017,,61.60008,426.72,18.10512,,0,114.4,1.3,,4.3,,960.0,24.0
Dragon's Run,,Bolliger & Mabillard,,Steel,sitting,,,lift,,,2017,2009.0,47.244,1139.3424,45.72,,6,104.0,1.3716,,,,,32.0
Gold Rush (Slagharen),Attractiepark Slagharen,Gerstlauer,,Steel,,infinity,operating,launch,52.6244,6.5619,2017,,33.009840000000004,,,,2,94.4,1.3,,,,800.0,20.0
Hydrus ,Casino Pier,Gerstlauer,Werner Stengel,Steel,custom,,operating,,39.9428,-74.0721,2017,,21.945600000000002,320.04,21.336000000000002,97.0,3,72.0,,,,,,8.0
InvadR,Busch Gardens Williamsburg,Great Coasters International,"Jeff PikeSkyline Design, LLC",Wood,,,operating,lift,37.2325,-76.6486,2017,,18.288,645.5664,22.555200000000003,,0,76.80000000000001,1.1684,,,,,16.0
Kraken ,SeaWorld Orlando,Bolliger & Mabillard,Werner Stengel,Steel,custom,,operating,lift,28.4111,-81.4583,2017,,46.6344,1273.1496,43.891200000000005,,7,104.0,1.3716,,3.9,122.0,1500.0,32.0
Lech Coaster,Legendia,Vekoma,,Steel,blitz,,operating,lift,,,2017,,39.98976,276.7584,,,3,94.4,1.2,1.95,,104.0,1000.0,20.0
Mine Blower,Fun Spot America (Kissimmee),The Gravity Group,,Wood,,,operating,lift,,,2017,,25.2984,697.9920000000001,24.5364,65.0,1,77.60000000000001,1.2192,,,,,12.0
Mystic Timbers,Kings Island,Great Coasters International,Skyline Design,Wood,,,operating,lift,,,2017,,33.2232,995.172,29.8704,,0,84.80000000000001,1.2192,,,120.0,1200.0,24.0
Patriot (California's Great America),California's Great America,Bolliger & Mabillard,Werner Stengel,Steel,floorless,,operating,lift,37.3967,-121.9732,2017,,27.736800000000002,585.216,,,2,72.0,1.3716,1.9812,,134.0,1200.0,28.0
Pégase Express,Parc Astérix,Gerstlauer,Jora Vision,Steel,family,out and back,operating,,49.1336,2.5737,2017,,20.97024,927.99408,,,0,51.68,1.0,,,180.0,1200.0,20.0
Red Force ,Ferrari Land,Intamin,,Steel,,,operating,launch,,,2017,,112.01400000000001,268.224,,90.0,0,178.88,1.4000000000000001,1.95,,,1200.0,12.0
Star Trek: Operation Enterprise,Movie Park Germany,Mack Rides,,Steel,,,operating,launch,51.6223,6.9729,2017,,39.98976,219.45600000000002,,,3,89.44,1.3,,,,,20.0
Star Wars Hyperspace Mountain,Disneyland Park (Paris),Vekoma,Walt Disney ImagineeringWerner Stengel,Steel,,,operating,launch,48.8741,2.7793,2017,,32.004000000000005,1000.0488,,,3,70.4,1.1988800000000002,,,135.0,2400.0,24.0
The Joker (Six Flags Great America),Six Flags Great America,S&S – Sansei Technologies,Alan Schilke,Steel,4th dimension,,,lift,,,2017,,36.576,310.5912,16.4592,,6,60.800000000000004,1.2192,,,,720.0,8.0
The Joker (Six Flags New England),Six Flags New England,S&S – Sansei Technologies,Alan Schilke,Steel,4th dimension,,,lift,,,2017,,36.576,310.5912,16.4592,,6,60.800000000000004,1.2192,,,,720.0,8.0
The Joker (Six Flags Over Texas),Six Flags Over Texas,S&S – Sansei Technologies,Alan Schilke,Steel,4th dimension,,,lift,,,2017,,36.576,310.5912,16.4592,,6,60.800000000000004,1.2192,,,,720.0,8.0
Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,Intamin,SeaWorld Parks & Entertainment,Steel,,out and back,operating,launch,29.4553,-98.6961,2017,,18.5928,792.48,,,0,70.4,1.2192,,,,886.0,16.0
Adrenaline Peak,Oaks Amusement Park,Gerstlauer,,Steel,custom,,operating,lift,45.4716,-122.6623,2018,,21.945600000000002,320.04,21.336000000000002,97.0,3,72.0,1.2192,,,,,8.0
Electric Eel ,SeaWorld San Diego,Premier Rides,,Steel,sky rocket,,operating,launch,32.765,-117.224,2018,,45.72,263.0424,41.148,,1,99.2,1.3716,,,45.0,720.0,18.0
Fēnix ,Toverland,Bolliger & Mabillard,,Steel,wing,,operating,lift,51.3997,5.985,2018,,39.9288,812.9016,,,3,94.4,1.32,1.95,5.0,105.0,1000.0,24.0
HangTime ,Knott's Berry Farm,Gerstlauer,,Steel,,infinity,operating,lift,33.8448,-118.0015,2018,,45.72,669.9504000000001,,96.0,5,91.2,1.2192,1.9558000000000002,,,800.0,16.0
Hyperion ,Energylandia,Intamin,,Steel,,,operating,lift,,,2018,,76.99248,441.96000000000004,24.9936,85.0,1,141.12,1.4000000000000001,1.95,4.8,,1300.0,28.0
Icon ,Blackpool Pleasure Beach,Mack Rides,Mack Rides GmbH & Co. KG,Steel,,,operating,launch,53.7903,-3.0556,2018,,26.974800000000002,1143.0,24.9936,,1,84.48,1.30048,,4.3,161.0,,16.0
Incredicoaster,Disney California Adventure,Intamin,Walt Disney Imagineering,Steel,looping,custom,operating,launch,33.8046,-117.9218,2018,,37.1856,1850.7456000000002,32.9184,,1,88.0,1.2192,,,156.0,,24.0
Merlin's Mayhem,Dutch Wonderland,S&S – Sansei Technologies,Joe Draves,Steel,inverted,twister,operating,lift,40.0287,-76.2186,2018,,18.288,396.24,,,0,,0.9906,,,60.0,,20.0
RailBlazer,California's Great America,Rocky Mountain Construction,Alan Schilke,Steel,raptor,,operating,lift,37.3951,-121.9737,2018,,32.308800000000005,548.64,30.48,90.0,3,83.2,1.2192,,,,600.0,8.0
RC Racer,,Intamin,Walt Disney Imagineering,Steel,half pipe,hot wheels,,launch,,,2018,,24.9936,24.9936,,,0,,1.2,,,,,20.0
Slinky Dog Dash,Disney's Hollywood Studios,Mack Rides,Walt Disney Imagineering,Steel,,,operating,,28.3594,-81.5607,2018,,15.24,,,,0,64.0,0.9652,,,120.0,,18.0
Steel Vengeance,Cedar Point,Rocky Mountain Construction,Alan Schilke,Steel,i-box,twister,operating,lift,41.4862,-82.6933,2018,,62.484,1749.5520000000001,60.96,90.0,4,118.4,1.3208000000000002,,,150.0,1200.0,24.0
Tantrum ,Six Flags Darien Lake,Gerstlauer,,Steel,euro-fighter,,operating,lift,42.9294,-78.3849,2018,,29.992320000000003,379.99416,,97.0,3,84.48,1.2192,1.9304,,60.0,,8.0
Tiki-Waka ,Walibi Belgium,Gerstlauer,,Steel,bobsled,,operating,lift,50.6971,4.5871,2018,,21.00072,564.00192,,,0,54.720000000000006,1.0,,,110.0,600.0,4.0
Time Traveler ,Silver Dollar City,Mack Rides,,Steel,spinning,terrain,operating,launch,36.669,-93.3377,2018,,30.48,920.4960000000001,27.432000000000002,90.0,3,80.48,1.2953999999999999,,,117.0,,16.0
Twisted Cyclone,Six Flags Over Georgia,Rocky Mountain Construction,Alan Schilke,Steel,i-box,,operating,lift,33.7703,-84.5522,2018,,30.48,731.52,,75.0,3,80.0,1.2192,,,,,24.0
Twisted Timbers,Kings Dominion,Rocky Mountain Construction,Alan Schilke,Steel,i-box,out and back,operating,lift,,,2018,,33.8328,1021.3848,33.2232,,3,86.4,1.2192,,,,,24.0
Valkyria ,Liseberg,Bolliger & Mabillard,,Steel,dive,,operating,,57.6932,11.9953,2018,,47.00016,700.00368,49.9872,,3,104.32000000000001,1.32,,,,1100.0,18.0
Wicker Man ,Alton Towers,Great Coasters International,Skyline Design LLC,Wood,,,operating,lift,52.9889,-1.8886,2018,,,795.00984,22.00656,,0,69.76,1.2,,,110.0,952.0,24.0
Wonder Woman Coaster,Six Flags Mexico,S&S – Sansei Technologies,,Steel,4th dimension,,operating,lift,19.2935,-99.2058,2018,,33.528,310.5912,16.4592,,6,60.800000000000004,1.2192,,,,720.0,8.0
Wonder Woman Golden Lasso Coaster,Six Flags Fiesta Texas,Rocky Mountain Construction,Alan Schilke,Steel,raptor,,operating,lift,29.5951,-98.6085,2018,,34.4424,548.64,30.48,90.0,3,83.2,1.2192,,,,600.0,8.0
Batman: The Ride (S&S Free Spin),S&S Free Spin,S&S – Sansei Technologies,Alan Schilke,Steel,4th dimension,,,lift,,,2019,,36.576,310.5912,16.4592,,6,60.800000000000004,1.2192,,,,720.0,8.0
Copperhead Strike,Carowinds,Mack Rides GmbH & Co KG,,Steel,,,operating,launch,35.1011,-80.9426,2019,,24.9936,992.124,,,5,80.0,1.3208000000000002,,,144.0,1200.0,16.0
Desmo Race,,Maurer AG,,Steel,custom,,operating,launch,44.3389,12.2636,2019,,22.00656,524.98752,,,0,79.52000000000001,,,1.2,60.0,1000.0,2.0
Dragonflier,Dollywood,Vekoma,,Steel,suspended family,twister,operating,lift,35.7977,-83.5312,2019,,19.29384,452.99376,,,0,74.56,0.9906,,3.5,60.0,720.0,20.0
Dynamite (Freizeitpark Plohn),Freizeitpark Plohn,Mack Rides,,Steel,big dipper,,,lift,,,2019,,44.01312,152.4,,,3,99.36000000000001,,,,68.0,,
Eurostar ,,Intamin,Werner Stengel,Steel,inverted,,,lift,,,2019,,30.147768,843.997296,27.602688,45.0,4,80.32000000000001,1.3716,,5.2,140.0,1200.0,28.0
Firebird ,,Bolliger & Mabillard,Werner Stengel,Steel,floorless,twister,,lift,,,2019,2011.0,30.48,883.9200000000001,27.432000000000002,,2,88.0,1.3716,1.9304,,120.0,1220.0,24.0
Frankie's Mine Train,,Zamperla,,Steel,family,,,lift,,,2019,,3.9624,80.01,,,0,,,,,,,12.0
Fury ,Bobbejaanland,Gerstlauer,,Steel,,infinity,operating,launch,51.1993,4.909,2019,,43.00728,182.88,12.77112,90.0,2,105.92000000000002,1.3,,,,,12.0
Hagrid's Magical Creatures Motorbike Adventure,Universal's Islands of Adventure,Intamin,Universal Creative,Steel,motor bike,,operating,launch,28.4298,-81.5859,2019,,19.812,1540.1544000000001,5.1816,70.0,0,80.0,1.2192,,,175.0,1700.0,14.0
Hakugei ,Nagashima Spa Land,Rocky Mountain Construction,,Steel,i-box,,operating,lift,35.0303,136.7347,2019,,54.98592000000001,466.34400000000005,,80.0,3,106.4,1.3,,4.0,,,24.0
Hurricane (Fun Spot America),"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",,,Other,,,operating,,28.3303,-81.5147,2019,,,,,,0,,,,,,,
Kentucky Flyer,Kentucky Kingdom,Gravitykraft Corporation,The Gravity Group,Wood,,out and back,operating,lift,38.1943,-85.7443,2019,,14.325600000000001,392.5824,13.411200000000001,52.0,0,56.0,1.016,,,60.0,,12.0
Maxx Force,Six Flags Great America,S&S - Sansei Technologies,Joe Draves,Steel,,,operating,launch,,,2019,,53.34,548.64,52.4256,,5,124.80000000000001,1.2192,,4.5,23.0,1170.0,16.0
Mystic ,Walibi Rhône-Alpes,Gerstlauer,,Steel,,infinity,operating,lift,45.62,5.5715,2019,,30.998160000000002,,,,3,84.48,1.2953999999999999,,,105.0,600.0,12.0
Nickelodeon Slime Streak,Nickelodeon Universe,Chance Rides,Joe Draves,Steel,big dipper,,operating,lift,40.8061,-74.0706,2019,,21.336000000000002,384.9624,,,0,59.2,1.0668000000000002,,2.5,70.0,550.0,20.0
Panic Coaster – Back Daaan,Tokyo Dome City Attractions,Gerstlauer,,Steel,family,,operating,launch,,,2019,,4.1148,233.99496000000002,,,0,29.760000000000005,1.0,,,120.0,,16.0
Runaway Tram,Morey's Piers,Zierer,,Steel,force,,operating,lift,38.9894,-74.8034,2019,,11.00328,280.99512,,,0,45.760000000000005,1.016,,,,600.0,20.0
Steel Curtain ,Kennywood,S&S - Sansei Technologies,Joe Draves,Steel,,,operating,,40.3892,-79.8665,2019,,67.056,1219.2,62.484,,9,120.0,1.3208000000000002,1.9558000000000002,,120.0,,24.0
Super Grover's Box Car Derby,,Zierer,Ing.-Büro Stengel GmbH,Steel,,,,,,,2019,,,243.84,,,0,44.800000000000004,,,,,,28.0
Taiga ,Linnanmäki,Intamin,,Steel,blitz,,operating,launch,60.1885,24.9391,2019,,51.99888,1103.9856,32.004000000000005,,4,105.44000000000001,1.397,,5.0,65.0,860.0,
Tigris ,Busch Gardens Tampa,Premier Rides,,Steel,sky rocket,,operating,launch,28.0379,-82.4249,2019,,45.72,263.0424,41.148,,1,99.2,1.3716,,,,,18.0
TMNT Shellraiser,Nickelodeon Universe,Gerstlauer,,Steel,custom,,operating,launch,40.8066,-74.0712,2019,,42.976800000000004,999.9878400000001,42.062400000000004,121.5,7,99.36000000000001,1.2192,,,,,8.0
Untamed (Walibi Holland),Walibi Holland,Rocky Mountain Construction,Alan Schilke,Steel,i-box,,operating,lift,52.4428,5.7608,2019,,36.51504,1084.99656,35.38728,80.0,5,91.52000000000001,1.2,,,106.0,900.0,24.0
Yukon Striker,Canada's Wonderland,Bolliger & Mabillard,,Steel,dive,,operating,lift,43.8402,-79.543,2019,,68.00088,336.80400000000003,22.76856,90.0,4,129.28,1.3208000000000002,1.9558000000000002,,205.0,1329.0,24.0
Zadra ,Energylandia,Rocky Mountain Construction,,Other,,,operating,lift,50.0019,19.4031,2019,,62.7888,401.1168,,90.0,3,120.32000000000001,1.4000000000000001,,4.0,110.0,1050.0,24.0
Candymonium,Hersheypark,Bolliger & Mabillard,,Steel,,out and back,operating,lift,40.2863,-76.659,2020,,64.00800000000001,1413.0528000000002,,77.3,0,121.60000000000001,1.3716,,,146.0,,28.0
F.L.Y. ,Phantasialand,Vekoma,,Steel,,,operating,launch,50.7999,6.8792,2020,,,1235.99448,,,2,77.60000000000001,1.3,,,,1400.0,20.0
Max & Moritz ,Efteling,Mack Rides,Robert-Jaap JansenKarel Willemen,Steel,powered,,operating,launch,51.6481,5.0474,2020,,6.00456,91.44,,,0,35.839999999999996,1.0,,,150.0,1800.0,38.0
Objectif Mars,Futuroscope,Intamin,,Steel,,,operating,launch,46.6718,0.3703,2020,,,499.99392000000006,,,0,54.720000000000006,1.0922,,,170.0,1000.0,12.0
Orion ,Kings Island,Bolliger & Mabillard,,Steel,hyper,,operating,lift,39.3427,-84.2627,2020,,87.47760000000001,1621.8408000000002,91.44,85.0,0,145.6,1.3716,,,180.0,1650.0,32.0
Pitts Special ,PowerPark,Gerstlauer,,Steel,,infinity,operating,lift,63.2307,22.8545,2020,,43.49496,211.2264,,85.0,0,99.36000000000001,1.3,,4.5,,,8.0
Sandy's Blasting Bronco,Nickelodeon Universe,Intamin,,Steel,,,operating,launch,40.8056,-74.071,2020,,25.99944,489.99648,,,4,76.48,1.3208000000000002,,,100.0,,12.0
Texas Stingray,SeaWorld San Antonio,Great Coasters International,"Dustin Sloane, Skyline Attractions",Wood,,twister,operating,lift,29.4524,-98.699,2020,,29.260800000000003,1029.9192,30.48,,0,88.0,1.1684,,,,,
Wakala ,Bellewaerde,Gerstlauer,,Steel,,,operating,,50.849,2.9475,2020,,21.00072,660.0139200000001,,,0,49.760000000000005,1.0,,,,1000.0,20.0
West Coast Racers,Six Flags Magic Mountain,Premier Rides,,Steel,custom,,operating,launch,34.4217,-118.5992,2020,,20.4216,1219.2,,,4,88.0,1.3716,,,180.0,,12.0
Abyssus,Energylandia,Vekoma,Benjamin Bloemendaal,Steel,custom,,operating,launch,49.9992,19.4011,2021,,38.49624,1316.0044800000003,,,4,99.36000000000001,1.2,,4.5,,1000.0,16.0
Dragon Slayer ,Adventureland (Iowa),S&S - Sansei Technologies,Alan Schilke,Steel,4th dimension,,operating,lift,41.651,-93.5024,2021,,34.1376,234.696,,,0,54.400000000000006,1.2192,,,,,8.0
Flight of the Hippogriff,,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)",Universal Creative,Steel,junior,,,lift,,,2021,,13.014960000000002,335.00568,,,0,45.6,0.9144,,,66.0,,16.0
Jersey Devil Coaster,Six Flags Great Adventure,Rocky Mountain Construction,Alan Schilke,Steel,raptor,,operating,lift,40.1377,-74.4405,2021,,39.624,914.4000000000001,37.1856,87.0,3,92.80000000000001,,,,,,12.0
Kondaa,Walibi Belgium,Intamin,,Steel,,,operating,lift,50.6977,4.585,2021,,49.9872,1199.9976000000001,,80.0,0,112.32000000000001,1.3,1.95,,90.0,1080.0,24.0
Krampus Expédition,Nigloland,Mack Rides,,Steel,,water,operating,lift,-48.2617,4.6142,2021,,28.011120000000002,599.9988000000001,,,0,78.4,1.1,,3.5,240.0,850.0,8.0
Lil' Devil Coaster,Six Flags Great Adventure,Zamperla,,Steel,family,helix,operating,lift,40.1343,-74.4434,2021,,3.9624,80.01,,,0,,,,,40.0,,12.0
Little Dipper (Conneaut Lake Park),Conneaut Lake Park,Allan Herschell Company,,Steel,little dipper,oval,operating,lift,41.6343,-80.3165,2021,,,,,,0,,,,,,,
Looping Star (Clacton Pier),Clacton Pier,Pinfari,,Steel,zl42,,operating,lift,51.7864,-1.155,2021,,11.00328,111.25200000000001,,,1,,1.3208000000000002,,,77.0,,12.0
Monster (Gröna Lund),Gröna Lund,Bolliger & Mabillard,,Steel,inverted,,operating,lift,59.3239,18.0961,2021,,33.9852,700.00368,,,3,89.44,1.4000000000000001,,4.5,,,28.0
Steel Taipan,Dreamworld,Mack Rides,,Steel,,,in production,launch,-27.8623,153.3152,2021,,39.0144,1199.9976000000001,,94.0,4,104.32000000000001,,,3.8,,820.0,
Storm Chaser (Paultons Park),Paultons Park,Mack Rides,,Steel,spinning,,operating,lift,50.949,-1.5505,2021,,19.99488,,,,0,,1.0,,,,,16.0
Stunt Pilot ,Silverwood Theme Park,Rocky Mountain Construction,Alan Schilke,Steel,raptor,,operating,lift,47.9065,-116.708,2021,,32.004000000000005,548.64,30.48,87.0,3,83.2,1.2192,,,,,10.0
The Ride to Happiness,Plopsaland De Panne,Mack Rides,,Steel,spinning,,operating,launch,51.081,2.5989,2021,,33.009840000000004,920.00832,,,6,89.44,1.3,,,,800.0,16.0
VelociCoaster,Universal's Islands of Adventure,Intamin,Universal Creative,Steel,blitz,,operating,launch,28.4713,-81.472,2021,,47.244,1432.5600000000002,42.672000000000004,80.0,4,112.0,1.2953999999999999,,,,,24.0
Aquaman: Power Wave,Six Flags Over Texas,Mack Rides,,Steel,,,in production,launch,32.756,-97.071,2022,,44.592240000000004,216.01176000000004,,90.0,0,99.36000000000001,,,,,731.0,20.0
ArieForce One,Fun Spot America Atlanta,Rocky Mountain Construction,Joe Draves,Steel,i-box,custom,in production,lift,,,2022,,46.9392,1036.3200000000002,44.500800000000005,83.0,4,102.4,1.2192,,3.75,100.0,900.0,20.0
Defiance ,Glenwood Caverns Adventure Park,Gerstlauer,,Steel,euro-fighter,,in production,lift,,,2022,,22.86,,33.528,102.3,2,89.60000000000001,,,,,,8.0
Dr. Diabolical’s Cliffhanger,Six Flags Fiesta Texas,Bolliger & Mabillard,,Steel,dive,,in production,lift,,,2022,,45.72,762.3048,43.281600000000005,95.0,2,96.0,1.3208000000000002,,,,,21.0
Emperor ,SeaWorld San Diego,Bolliger & Mabillard,Bolliger & Mabillard,Steel,dive,,in production,,32.764,-117.2224,2022,,46.6344,734.8728,43.586400000000005,90.0,4,100.80000000000001,1.3208000000000002,,,70.0,700.0,18.0
Fønix ,Fårup Sommerland,Vekoma,Benjamin Bloemendaal,Steel,wildcat,,in production,lift,,,2022,,39.98976,905.01216,,80.0,3,94.4,1.2,,4.1,,900.0,16.0
Guardians of the Galaxy: Cosmic Rewind,Epcot,Vekoma,Walt Disney Imagineering,Steel,,,in production,,,,2022,,,1699.99152,,,0,,,,,,,
Ice Breaker ,SeaWorld Orlando,Premier Rides,,Steel,sky rocket,,in production,,28.4088,-81.4633,2022,,28.346400000000003,579.12,,100.0,0,83.2,,,,,,18.0
Iron Gwazi,Busch Gardens Tampa Bay,Rocky Mountain Construction,Alan Schilke,Steel,i-box,twister,in production,lift,28.0339,-82.4231,2022,,62.7888,1242.0600000000002,62.7888,91.0,2,121.60000000000001,1.2192,,,110.0,,24.0
